,Unnamed: 0,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day
25,28824,165,7.0,2013-01-26,2440,284,1,0.0,0,0.0,2013,1,26
26,29939,165,1.0,2013-01-27,0,0,0,0.0,0,0.0,2013,1,27
27,31054,165,2.0,2013-01-28,3833,416,1,0.0,0,0.0,2013,1,28
28,32169,165,3.0,2013-01-29,2521,311,1,0.0,0,0.0,2013,1,29
29,33284,165,4.0,2013-01-30,3693,413,1,0.0,0,0.0,2013,1,30
30,34399,165,5.0,2013-01-31,3216,387,1,0.0,0,0.0,2013,1,31
31,35514,165,6.0,2013-02-01,3681,400,1,0.0,0,0.0,2013,2,1
32,36629,165,7.0,2013-02-02,2822,280,1,0.0,0,0.0,2013,2,2
33,37744,165,1.0,2013-02-03,0,0,0,1.0,0,0.0,2013,2,3
34,38859,165,2.0,2013-02-04,5015,469,1,1.0,0,0.0,2013,2,4
35,39974,165,3.0,2013-02-05,5789,546,1,1.0,0,0.0,2013,2,5
36,41089,165,4.0,2013-02-06,4755,511,1,1.0,0,0.0,2013,2,6
37,42204,165,5.0,2013-02-07,4556,427,1,1.0,0,0.0,2013,2,7
38,43319,165,6.0,2013-02-08,4660,476,1,0.0,0,0.0,2013,2,8
39,44434,165,7.0,2013-02-09,2794,291,1,0.0,0,0.0,2013,2,9
40,45549,165,1.0,2013-02-10,0,0,0,0.0,0,1.0,2013,2,10
41,46664,165,2.0,2013-02-11,3676,389,1,0.0,0,1.0,2013,2,11
42,47779,165,3.0,2013-02-12,2026,245,1,0.0,0,1.0,2013,2,12
43,48894,165,4.0,2013-02-13,2819,339,1,0.0,0,1.0,2013,2,13
44,50009,165,5.0,2013-02-14,3191,383,1,0.0,0,1.0,2013,2,14
45,51124,165,6.0,2013-02-15,3373,373,1,0.0,0,0.0,2013,2,15
46,52239,165,7.0,2013-02-16,2634,260,1,0.0,0,0.0,2013,2,16
47,53354,165,1.0,2013-02-17,0,0,0,1.0,0,0.0,2013,2,17
48,54469,165,2.0,2013-02-18,5302,521,1,1.0,0,0.0,2013,2,18
49,55584,165,3.0,2013-02-19,4533,464,1,1.0,0,0.0,2013,2,19
50,56699,165,4.0,2013-02-20,4464,451,1,1.0,0,0.0,2013,2,20
51,57814,165,5.0,2013-02-21,3942,406,1,1.0,0,0.0,2013,2,21
52,58929,165,6.0,2013-02-22,4535,437,1,0.0,0,0.0,2013,2,22
53,60044,165,7.0,2013-02-23,2686,284,1,0.0,0,0.0,2013,2,23
54,61159,165,1.0,2013-02-24,0,0,0,0.0,0,0.0,2013,2,24
55,62274,165,2.0,2013-02-25,3721,442,1,0.0,0,0.0,2013,2,25
56,63389,165,3.0,2013-02-26,2649,310,1,0.0,0,0.0,2013,2,26
57,64504,165,4.0,2013-02-27,3512,441,1,0.0,0,0.0,2013,2,27
58,65619,165,5.0,2013-02-28,3800,410,1,0.0,0,0.0,2013,2,28
59,66734,165,6.0,2013-03-01,4135,435,1,0.0,0,0.0,2013,3,1
60,67849,165,7.0,2013-03-02,2568,273,1,0.0,0,0.0,2013,3,2
61,68964,165,1.0,2013-03-03,0,0,0,1.0,0,0.0,2013,3,3
62,70079,165,2.0,2013-03-04,6152,563,1,1.0,0,0.0,2013,3,4
63,71194,165,3.0,2013-03-05,5186,498,1,1.0,0,0.0,2013,3,5
64,72309,165,4.0,2013-03-06,4897,517,1,1.0,0,0.0,2013,3,6
65,73424,165,5.0,2013-03-07,4541,473,1,1.0,0,0.0,2013,3,7
66,74539,165,6.0,2013-03-08,4368,462,1,0.0,0,0.0,2013,3,8
67,75654,165,7.0,2013-03-09,2787,324,1,0.0,0,0.0,2013,3,9
68,76769,165,1.0,2013-03-10,0,0,0,0.0,0,0.0,2013,3,10
69,77884,165,2.0,2013-03-11,3883,475,1,0.0,0,0.0,2013,3,11
70,78999,165,3.0,2013-03-12,3461,416,1,0.0,0,0.0,2013,3,12
71,80114,165,4.0,2013-03-13,3231,404,1,0.0,0,0.0,2013,3,13
72,81229,165,5.0,2013-03-14,2894,348,1,0.0,0,0.0,2013,3,14
73,82344,165,6.0,2013-03-15,3443,419,1,0.0,0,0.0,2013,3,15
74,83459,165,7.0,2013-03-16,2908,314,1,0.0,0,0.0,2013,3,16
75,84574,165,1.0,2013-03-17,0,0,0,1.0,0,0.0,2013,3,17
76,85689,165,2.0,2013-03-18,5955,539,1,1.0,0,0.0,2013,3,18
77,86804,165,3.0,2013-03-19,5316,528,1,1.0,0,0.0,2013,3,19
78,87919,165,4.0,2013-03-20,4586,494,1,1.0,0,0.0,2013,3,20
79,89034,165,5.0,2013-03-21,4010,437,1,1.0,0,0.0,2013,3,21
80,90149,165,6.0,2013-03-22,4789,508,1,0.0,0,0.0,2013,3,22
81,91264,165,7.0,2013-03-23,3030,326,1,0.0,0,0.0,2013,3,23
82,92379,165,1.0,2013-03-24,0,0,0,1.0,0,1.0,2013,3,24
83,93494,165,2.0,2013-03-25,5525,509,1,1.0,0,1.0,2013,3,25
84,94609,165,3.0,2013-03-26,4266,433,1,1.0,0,1.0,2013,3,26
85,95724,165,4.0,2013-03-27,5238,532,1,1.0,0,1.0,2013,3,27
86,96839,165,5.0,2013-03-28,5199,533,1,1.0,0,1.0,2013,3,28
87,97954,165,6.0,2013-03-29,0,0,0,0.0,b,0.0,2013,3,29
88,99069,165,7.0,2013-03-30,3986,427,1,0.0,0,0.0,2013,3,30
89,100184,165,1.0,2013-03-31,0,0,0,0.0,0,1.0,2013,3,31
90,101299,165,2.0,2013-04-01,0,0,0,0.0,b,1.0,2013,4,1
91,102414,165,3.0,2013-04-02,3612,415,1,0.0,0,1.0,2013,4,2
92,103529,165,4.0,2013-04-03,3187,388,1,0.0,0,1.0,2013,4,3
93,104644,165,5.0,2013-04-04,3145,367,1,0.0,0,1.0,2013,4,4
94,105759,165,6.0,2013-04-05,3475,416,1,0.0,0,0.0,2013,4,5
95,106874,165,7.0,2013-04-06,3151,333,1,0.0,0,0.0,2013,4,6
96,107989,165,1.0,2013-04-07,0,0,0,1.0,0,0.0,2013,4,7
97,109104,165,2.0,2013-04-08,5442,554,1,1.0,0,0.0,2013,4,8
98,110219,165,3.0,2013-04-09,4349,458,1,1.0,0,0.0,2013,4,9
99,111334,165,4.0,2013-04-10,4943,497,1,1.0,0,0.0,2013,4,10
100,112449,165,5.0,2013-04-11,3677,370,1,1.0,0,0.0,2013,4,11
101,113564,165,6.0,2013-04-12,4817,482,1,0.0,0,0.0,2013,4,12
102,114679,165,7.0,2013-04-13,2837,319,1,0.0,0,0.0,2013,4,13
103,115794,165,1.0,2013-04-14,0,0,0,0.0,0,0.0,2013,4,14
104,116909,165,2.0,2013-04-15,3333,421,1,0.0,0,0.0,2013,4,15
105,118024,165,3.0,2013-04-16,3568,384,1,0.0,0,0.0,2013,4,16
106,119139,165,4.0,2013-04-17,3093,387,1,0.0,0,0.0,2013,4,17
107,120254,165,5.0,2013-04-18,3496,396,1,0.0,0,0.0,2013,4,18
108,121369,165,6.0,2013-04-19,3351,388,1,0.0,0,0.0,2013,4,19
109,122484,165,7.0,2013-04-20,2304,262,1,0.0,0,0.0,2013,4,20
110,123599,165,1.0,2013-04-21,0,0,0,1.0,0,0.0,2013,4,21
111,124714,165,2.0,2013-04-22,5369,543,1,1.0,0,0.0,2013,4,22
112,125829,165,3.0,2013-04-23,5413,533,1,1.0,0,0.0,2013,4,23
113,126944,165,4.0,2013-04-24,4259,477,1,1.0,0,0.0,2013,4,24
114,128059,165,5.0,2013-04-25,4480,450,1,1.0,0,0.0,2013,4,25
115,129174,165,6.0,2013-04-26,4205,429,1,0.0,0,0.0,2013,4,26
116,130289,165,7.0,2013-04-27,2874,315,1,0.0,0,0.0,2013,4,27
117,131404,165,1.0,2013-04-28,0,0,0,1.0,0,0.0,2013,4,28
118,132519,165,2.0,2013-04-29,5395,550,1,1.0,0,0.0,2013,4,29
119,133634,165,3.0,2013-04-30,5810,582,1,1.0,0,0.0,2013,4,30
120,134749,165,4.0,2013-05-01,0,0,0,1.0,a,0.0,2013,5,1
121,135864,165,5.0,2013-05-02,5166,516,1,1.0,0,0.0,2013,5,2
122,136979,165,6.0,2013-05-03,5160,520,1,0.0,0,0.0,2013,5,3
123,138094,165,7.0,2013-05-04,3185,319,1,0.0,0,0.0,2013,5,4
124,139209,165,1.0,2013-05-05,0,0,0,0.0,0,0.0,2013,5,5
125,140324,165,2.0,2013-05-06,4174,463,1,0.0,0,0.0,2013,5,6
126,141439,165,3.0,2013-05-07,3892,427,1,0.0,0,0.0,2013,5,7
127,142554,165,4.0,2013-05-08,3822,478,1,0.0,0,0.0,2013,5,8
128,143669,165,5.0,2013-05-09,0,0,0,0.0,a,0.0,2013,5,9
129,144784,165,6.0,2013-05-10,4023,446,1,0.0,0,0.0,2013,5,10
130,145899,165,7.0,2013-05-11,3030,319,1,0.0,0,0.0,2013,5,11
131,147014,165,1.0,2013-05-12,0,0,0,1.0,0,0.0,2013,5,12
132,148129,165,2.0,2013-05-13,5632,530,1,1.0,0,0.0,2013,5,13
133,149244,165,3.0,2013-05-14,5419,513,1,1.0,0,0.0,2013,5,14
134,150359,165,4.0,2013-05-15,4688,509,1,1.0,0,0.0,2013,5,15
135,151474,165,5.0,2013-05-16,4954,484,1,1.0,0,0.0,2013,5,16
136,152589,165,6.0,2013-05-17,4550,492,1,0.0,0,0.0,2013,5,17
137,153704,165,7.0,2013-05-18,3753,393,1,0.0,0,0.0,2013,5,18
138,154819,165,1.0,2013-05-19,0,0,0,0.0,0,0.0,2013,5,19
139,155934,165,2.0,2013-05-20,0,0,0,0.0,a,1.0,2013,5,20
140,157049,165,3.0,2013-05-21,4204,449,1,0.0,0,1.0,2013,5,21
141,158164,165,4.0,2013-05-22,3422,391,1,0.0,0,1.0,2013,5,22
142,159279,165,5.0,2013-05-23,3375,363,1,0.0,0,1.0,2013,5,23
143,160394,165,6.0,2013-05-24,2890,346,1,0.0,0,0.0,2013,5,24
144,161509,165,7.0,2013-05-25,2554,277,1,0.0,0,0.0,2013,5,25
145,162624,165,1.0,2013-05-26,0,0,0,1.0,0,1.0,2013,5,26
146,163739,165,2.0,2013-05-27,4628,445,1,1.0,0,1.0,2013,5,27
147,164854,165,3.0,2013-05-28,4795,441,1,1.0,0,1.0,2013,5,28
148,165969,165,4.0,2013-05-29,4972,487,1,1.0,0,1.0,2013,5,29
149,167084,165,5.0,2013-05-30,0,0,0,1.0,a,1.0,2013,5,30
150,168199,165,6.0,2013-05-31,5028,464,1,0.0,0,0.0,2013,5,31
151,169314,165,7.0,2013-06-01,3075,339,1,0.0,0,0.0,2013,6,1
152,170429,165,1.0,2013-06-02,0,0,0,1.0,0,0.0,2013,6,2
153,171544,165,2.0,2013-06-03,5808,530,1,1.0,0,0.0,2013,6,3
154,172659,165,3.0,2013-06-04,5317,507,1,1.0,0,0.0,2013,6,4
155,173774,165,4.0,2013-06-05,4457,487,1,1.0,0,0.0,2013,6,5
156,174889,165,5.0,2013-06-06,4913,488,1,1.0,0,0.0,2013,6,6
157,176004,165,6.0,2013-06-07,4202,445,1,0.0,0,0.0,2013,6,7
158,177119,165,7.0,2013-06-08,2903,305,1,0.0,0,0.0,2013,6,8
159,178234,165,1.0,2013-06-09,0,0,0,0.0,0,0.0,2013,6,9
160,179349,165,2.0,2013-06-10,4080,455,1,0.0,0,0.0,2013,6,10
161,180464,165,3.0,2013-06-11,3766,412,1,0.0,0,0.0,2013,6,11
162,181579,165,4.0,2013-06-12,3259,402,1,0.0,0,0.0,2013,6,12
163,182694,165,5.0,2013-06-13,3215,366,1,0.0,0,0.0,2013,6,13
164,183809,165,6.0,2013-06-14,3724,431,1,0.0,0,0.0,2013,6,14
165,184924,165,7.0,2013-06-15,3031,287,1,0.0,0,0.0,2013,6,15
166,186039,165,1.0,2013-06-16,0,0,0,1.0,0,0.0,2013,6,16
167,187154,165,2.0,2013-06-17,5012,517,1,1.0,0,0.0,2013,6,17
168,188269,165,3.0,2013-06-18,5272,492,1,1.0,0,0.0,2013,6,18
169,189384,165,4.0,2013-06-19,4556,458,1,1.0,0,0.0,2013,6,19
170,190499,165,5.0,2013-06-20,3447,385,1,1.0,0,0.0,2013,6,20
171,191614,165,6.0,2013-06-21,4590,483,1,0.0,0,0.0,2013,6,21
172,192729,165,7.0,2013-06-22,2889,296,1,0.0,0,0.0,2013,6,22
173,193844,165,1.0,2013-06-23,0,0,0,0.0,0,0.0,2013,6,23
174,194959,165,2.0,2013-06-24,3647,421,1,0.0,0,0.0,2013,6,24
175,196074,165,3.0,2013-06-25,3879,395,1,0.0,0,0.0,2013,6,25
176,197189,165,4.0,2013-06-26,3809,429,1,0.0,0,0.0,2013,6,26
177,198304,165,5.0,2013-06-27,3749,413,1,0.0,0,0.0,2013,6,27
178,199419,165,6.0,2013-06-28,4638,505,1,0.0,0,0.0,2013,6,28
179,200534,165,7.0,2013-06-29,3833,367,1,0.0,0,0.0,2013,6,29
180,201649,165,1.0,2013-06-30,0,0,0,1.0,0,0.0,2013,6,30
181,202764,165,2.0,2013-07-01,4845,518,1,1.0,0,0.0,2013,7,1
182,203879,165,3.0,2013-07-02,4668,479,1,1.0,0,0.0,2013,7,2
183,204994,165,4.0,2013-07-03,5114,497,1,1.0,0,0.0,2013,7,3
184,206109,165,5.0,2013-07-04,4171,491,1,1.0,0,0.0,2013,7,4
185,207224,165,6.0,2013-07-05,4658,523,1,0.0,0,0.0,2013,7,5
186,208339,165,7.0,2013-07-06,2745,294,1,0.0,0,0.0,2013,7,6
187,209454,165,1.0,2013-07-07,0,0,0,0.0,0,0.0,2013,7,7
188,210569,165,2.0,2013-07-08,3692,444,1,0.0,0,0.0,2013,7,8
189,211684,165,3.0,2013-07-09,4159,439,1,0.0,0,0.0,2013,7,9
190,212799,165,4.0,2013-07-10,3443,426,1,0.0,0,0.0,2013,7,10
191,213914,165,5.0,2013-07-11,3690,416,1,0.0,0,0.0,2013,7,11
192,215029,165,6.0,2013-07-12,4062,448,1,0.0,0,0.0,2013,7,12
193,216144,165,7.0,2013-07-13,2864,318,1,0.0,0,0.0,2013,7,13
194,217259,165,1.0,2013-07-14,0,0,0,1.0,0,0.0,2013,7,14
195,218374,165,2.0,2013-07-15,5130,530,1,1.0,0,0.0,2013,7,15
196,219489,165,3.0,2013-07-16,5906,533,1,1.0,0,0.0,2013,7,16
197,220604,165,4.0,2013-07-17,4845,513,1,1.0,0,0.0,2013,7,17
198,221719,165,5.0,2013-07-18,4161,448,1,1.0,0,0.0,2013,7,18
199,222834,165,6.0,2013-07-19,4909,479,1,0.0,0,0.0,2013,7,19
200,223949,165,7.0,2013-07-20,3226,336,1,0.0,0,0.0,2013,7,20
201,225064,165,1.0,2013-07-21,0,0,0,0.0,0,0.0,2013,7,21
202,226179,165,2.0,2013-07-22,3768,454,1,0.0,0,0.0,2013,7,22
203,227294,165,3.0,2013-07-23,3607,389,1,0.0,0,0.0,2013,7,23
204,228409,165,4.0,2013-07-24,3524,425,1,0.0,0,0.0,2013,7,24
205,229524,165,5.0,2013-07-25,3337,409,1,0.0,0,0.0,2013,7,25
206,230639,165,6.0,2013-07-26,2910,380,1,0.0,0,0.0,2013,7,26
207,231754,165,7.0,2013-07-27,2706,303,1,0.0,0,0.0,2013,7,27
208,232869,165,1.0,2013-07-28,0,0,0,1.0,0,0.0,2013,7,28
209,233984,165,2.0,2013-07-29,5718,539,1,1.0,0,0.0,2013,7,29
210,235099,165,3.0,2013-07-30,5747,555,1,1.0,0,1.0,2013,7,30
211,236214,165,4.0,2013-07-31,5085,535,1,1.0,0,1.0,2013,7,31
212,237329,165,5.0,2013-08-01,4719,467,1,1.0,0,1.0,2013,8,1
213,238444,165,6.0,2013-08-02,4936,484,1,0.0,0,0.0,2013,8,2
214,239559,165,7.0,2013-08-03,2944,327,1,0.0,0,0.0,2013,8,3
215,240674,165,1.0,2013-08-04,0,0,0,0.0,0,1.0,2013,8,4
216,241789,165,2.0,2013-08-05,3937,423,1,0.0,0,1.0,2013,8,5
217,242904,165,3.0,2013-08-06,3368,365,1,0.0,0,1.0,2013,8,6
218,244019,165,4.0,2013-08-07,3842,395,1,0.0,0,1.0,2013,8,7
219,245134,165,5.0,2013-08-08,3496,383,1,0.0,0,1.0,2013,8,8
220,246249,165,6.0,2013-08-09,3057,349,1,0.0,0,0.0,2013,8,9
221,247364,165,7.0,2013-08-10,3125,321,1,0.0,0,0.0,2013,8,10
222,248479,165,1.0,2013-08-11,0,0,0,1.0,0,1.0,2013,8,11
223,249594,165,2.0,2013-08-12,5250,516,1,1.0,0,1.0,2013,8,12
224,250709,165,3.0,2013-08-13,4942,478,1,1.0,0,1.0,2013,8,13
225,251824,165,4.0,2013-08-14,4951,531,1,1.0,0,1.0,2013,8,14
226,252939,165,5.0,2013-08-15,0,0,0,1.0,a,1.0,2013,8,15
227,254054,165,6.0,2013-08-16,4515,469,1,0.0,0,0.0,2013,8,16
228,255169,165,7.0,2013-08-17,2475,272,1,0.0,0,0.0,2013,8,17
229,256284,165,1.0,2013-08-18,0,0,0,0.0,0,1.0,2013,8,18
230,257399,165,2.0,2013-08-19,3140,348,1,0.0,0,1.0,2013,8,19
231,258514,165,3.0,2013-08-20,3777,418,1,0.0,0,1.0,2013,8,20
232,259629,165,4.0,2013-08-21,3183,375,1,0.0,0,1.0,2013,8,21
233,260744,165,5.0,2013-08-22,3116,355,1,0.0,0,1.0,2013,8,22
234,261859,165,6.0,2013-08-23,3067,376,1,0.0,0,0.0,2013,8,23
235,262974,165,7.0,2013-08-24,2251,274,1,0.0,0,0.0,2013,8,24
236,264089,165,1.0,2013-08-25,0,0,0,1.0,0,1.0,2013,8,25
237,265204,165,2.0,2013-08-26,4972,467,1,1.0,0,1.0,2013,8,26
238,266319,165,3.0,2013-08-27,4550,413,1,1.0,0,1.0,2013,8,27
239,267434,165,4.0,2013-08-28,4005,441,1,1.0,0,1.0,2013,8,28
240,268549,165,5.0,2013-08-29,3298,372,1,1.0,0,1.0,2013,8,29
241,269664,165,6.0,2013-08-30,4407,414,1,0.0,0,0.0,2013,8,30
242,270779,165,7.0,2013-08-31,2451,281,1,0.0,0,0.0,2013,8,31
243,271894,165,1.0,2013-09-01,0,0,0,0.0,0,1.0,2013,9,1
244,273009,165,2.0,2013-09-02,3712,423,1,0.0,0,1.0,2013,9,2
245,274124,165,3.0,2013-09-03,3035,366,1,0.0,0,1.0,2013,9,3
246,275239,165,4.0,2013-09-04,3057,372,1,0.0,0,1.0,2013,9,4
247,276354,165,5.0,2013-09-05,3344,373,1,0.0,0,1.0,2013,9,5
248,277469,165,6.0,2013-09-06,2753,360,1,0.0,0,0.0,2013,9,6
249,278584,165,7.0,2013-09-07,2347,388,1,0.0,0,0.0,2013,9,7
250,279699,165,1.0,2013-09-08,0,0,0,1.0,0,1.0,2013,9,8
251,280814,165,2.0,2013-09-09,5408,508,1,1.0,0,1.0,2013,9,9
252,281929,165,3.0,2013-09-10,4245,440,1,1.0,0,1.0,2013,9,10
253,283044,165,4.0,2013-09-11,4793,523,1,1.0,0,0.0,2013,9,11
254,284159,165,5.0,2013-09-12,3362,358,1,1.0,0,0.0,2013,9,12
255,285274,165,6.0,2013-09-13,4898,496,1,0.0,0,0.0,2013,9,13
256,286389,165,7.0,2013-09-14,2625,287,1,0.0,0,0.0,2013,9,14
257,287504,165,1.0,2013-09-15,0,0,0,0.0,0,0.0,2013,9,15
258,288619,165,2.0,2013-09-16,3244,387,1,0.0,0,0.0,2013,9,16
259,289734,165,3.0,2013-09-17,3446,426,1,0.0,0,0.0,2013,9,17
260,290849,165,4.0,2013-09-18,2658,342,1,0.0,0,0.0,2013,9,18
261,291964,165,5.0,2013-09-19,3422,414,1,0.0,0,0.0,2013,9,19
262,293079,165,6.0,2013-09-20,3755,421,1,0.0,0,0.0,2013,9,20
263,294194,165,7.0,2013-09-21,2770,299,1,0.0,0,0.0,2013,9,21
264,295309,165,1.0,2013-09-22,0,0,0,1.0,0,0.0,2013,9,22
265,296424,165,2.0,2013-09-23,5022,516,1,1.0,0,0.0,2013,9,23
266,297539,165,3.0,2013-09-24,4847,466,1,1.0,0,0.0,2013,9,24
267,298654,165,4.0,2013-09-25,4366,464,1,1.0,0,0.0,2013,9,25
268,299769,165,5.0,2013-09-26,3850,405,1,1.0,0,0.0,2013,9,26
269,300884,165,6.0,2013-09-27,4699,486,1,0.0,0,0.0,2013,9,27
270,301999,165,7.0,2013-09-28,3128,340,1,0.0,0,0.0,2013,9,28
271,303114,165,1.0,2013-09-29,0,0,0,0.0,0,0.0,2013,9,29
272,304229,165,2.0,2013-09-30,4607,523,1,0.0,0,0.0,2013,9,30
273,305344,165,3.0,2013-10-01,2981,366,1,0.0,0,0.0,2013,10,1
274,306459,165,4.0,2013-10-02,4169,485,1,0.0,0,0.0,2013,10,2
275,307574,165,5.0,2013-10-03,0,0,0,0.0,a,0.0,2013,10,3
276,308689,165,6.0,2013-10-04,4538,505,1,0.0,0,0.0,2013,10,4
277,309804,165,7.0,2013-10-05,2729,298,1,0.0,0,0.0,2013,10,5
278,310919,165,1.0,2013-10-06,0,0,0,1.0,0,0.0,2013,10,6
279,312034,165,2.0,2013-10-07,6458,585,1,1.0,0,0.0,2013,10,7
280,313149,165,3.0,2013-10-08,4323,410,1,1.0,0,0.0,2013,10,8
281,314264,165,4.0,2013-10-09,5339,495,1,1.0,0,0.0,2013,10,9
282,315379,165,5.0,2013-10-10,3627,370,1,1.0,0,0.0,2013,10,10
283,316494,165,6.0,2013-10-11,4879,491,1,0.0,0,0.0,2013,10,11
284,317609,165,7.0,2013-10-12,2657,316,1,0.0,0,0.0,2013,10,12
285,318724,165,1.0,2013-10-13,0,0,0,0.0,0,0.0,2013,10,13
286,319839,165,2.0,2013-10-14,3802,439,1,0.0,0,0.0,2013,10,14
287,320954,165,3.0,2013-10-15,3734,425,1,0.0,0,0.0,2013,10,15
288,322069,165,4.0,2013-10-16,2843,363,1,0.0,0,0.0,2013,10,16
289,323184,165,5.0,2013-10-17,3261,378,1,0.0,0,0.0,2013,10,17
290,324299,165,6.0,2013-10-18,3457,387,1,0.0,0,0.0,2013,10,18
291,325414,165,7.0,2013-10-19,2945,308,1,0.0,0,0.0,2013,10,19
292,326529,165,1.0,2013-10-20,0,0,0,1.0,0,0.0,2013,10,20
293,327644,165,2.0,2013-10-21,5216,521,1,1.0,0,0.0,2013,10,21
294,328759,165,3.0,2013-10-22,4382,481,1,1.0,0,0.0,2013,10,22
295,329874,165,4.0,2013-10-23,4399,453,1,1.0,0,0.0,2013,10,23
296,330989,165,5.0,2013-10-24,3541,399,1,1.0,0,0.0,2013,10,24
297,332104,165,6.0,2013-10-25,4354,467,1,0.0,0,0.0,2013,10,25
298,333219,165,7.0,2013-10-26,3163,328,1,0.0,0,0.0,2013,10,26
299,334334,165,1.0,2013-10-27,0,0,0,0.0,0,1.0,2013,10,27
300,335449,165,2.0,2013-10-28,3393,400,1,0.0,0,1.0,2013,10,28
301,336564,165,3.0,2013-10-29,3523,397,1,0.0,0,1.0,2013,10,29
302,337679,165,4.0,2013-10-30,3719,426,1,0.0,0,1.0,2013,10,30
303,338794,165,5.0,2013-10-31,4059,470,1,0.0,0,0.0,2013,10,31
304,339909,165,6.0,2013-11-01,0,0,0,0.0,a,0.0,2013,11,1
305,341024,165,7.0,2013-11-02,4039,399,1,0.0,0,0.0,2013,11,2
306,342139,165,1.0,2013-11-03,0,0,0,1.0,0,0.0,2013,11,3
307,343254,165,2.0,2013-11-04,5672,555,1,1.0,0,0.0,2013,11,4
308,344369,165,3.0,2013-11-05,5234,517,1,1.0,0,0.0,2013,11,5
309,345484,165,4.0,2013-11-06,4396,434,1,1.0,0,0.0,2013,11,6
310,346599,165,5.0,2013-11-07,4219,456,1,1.0,0,0.0,2013,11,7
311,347714,165,6.0,2013-11-08,4805,496,1,0.0,0,0.0,2013,11,8
312,348829,165,7.0,2013-11-09,3188,324,1,0.0,0,0.0,2013,11,9
313,349944,165,1.0,2013-11-10,0,0,0,0.0,0,0.0,2013,11,10
314,351059,165,2.0,2013-11-11,3271,425,1,0.0,0,0.0,2013,11,11
315,352174,165,3.0,2013-11-12,3462,408,1,0.0,0,0.0,2013,11,12
316,353289,165,4.0,2013-11-13,3767,428,1,0.0,0,0.0,2013,11,13
317,354404,165,5.0,2013-11-14,3475,358,1,0.0,0,0.0,2013,11,14
318,355519,165,6.0,2013-11-15,4104,469,1,0.0,0,0.0,2013,11,15
319,356634,165,7.0,2013-11-16,3249,337,1,0.0,0,0.0,2013,11,16
320,357749,165,1.0,2013-11-17,0,0,0,1.0,0,0.0,2013,11,17
321,358864,165,2.0,2013-11-18,5598,539,1,1.0,0,0.0,2013,11,18
322,359979,165,3.0,2013-11-19,4565,464,1,1.0,0,0.0,2013,11,19
323,361094,165,4.0,2013-11-20,4641,482,1,1.0,0,0.0,2013,11,20
324,362209,165,5.0,2013-11-21,4782,467,1,1.0,0,0.0,2013,11,21
325,363324,165,6.0,2013-11-22,4365,458,1,0.0,0,0.0,2013,11,22
326,364439,165,7.0,2013-11-23,2951,317,1,0.0,0,0.0,2013,11,23
327,365554,165,1.0,2013-11-24,0,0,0,0.0,0,0.0,2013,11,24
328,366669,165,2.0,2013-11-25,3732,435,1,0.0,0,0.0,2013,11,25
329,367784,165,3.0,2013-11-26,3840,405,1,0.0,0,0.0,2013,11,26
330,368899,165,4.0,2013-11-27,3628,433,1,0.0,0,0.0,2013,11,27
